Date,KO,PEP
2019-12-27,0.28261566162109375,0.7361526489257812
2019-12-30,-0.06851577758789062,-0.6322250366210938
2019-12-31,0.06851577758789062,-0.121246337890625
2020-01-02,-0.3083076477050781,-0.7362060546875
2020-01-03,-0.2569236755371094,-0.16457366943359375
2020-01-06,-0.017139434814453125,0.45037078857421875
2020-01-07,-0.3596839904785156,-1.853424072265625
2020-01-08,0.08563232421875,0.5975875854492188
2020-01-09,0.8478660583496094,0.07794952392578125
2020-01-10,0.16271591186523438,-0.2251739501953125
2020-01-13,0.5138587951660156,1.732177734375
2020-01-14,-0.11132431030273438,0.2772064208984375
2020-01-15,0.5994796752929688,2.0353012084960938
2020-01-16,0.10277938842773438,0.3551177978515625
2020-01-17,0.10276412963867188,1.4290695190429688
2020-01-21,0.19697952270507812,0.5196762084960938
2020-01-22,0.3768310546875,1.3164596557617188
2020-01-23,0.18841934204101562,0.233856201171875
2020-01-24,-0.12847137451171875,-0.6322555541992188
2020-01-27,-0.17128372192382812,-0.6755447387695312
2020-01-28,-0.4025230407714844,0.2598114013671875
2020-01-29,0.0,-0.614959716796875
2020-01-30,1.584381103515625,1.8188323974609375
2020-01-31,-0.3939399719238281,-1.5676193237304688
2020-02-03,0.15414810180664062,0.42436981201171875
2020-02-04,0.2226715087890625,0.6149520874023438
2020-02-05,0.008563995361328125,0.935394287109375
2020-02-06,0.11989593505859375,0.02596282958984375
2020-02-07,0.17128372192382812,0.9007492065429688
2020-02-10,0.4795989990234375,0.25115203857421875
2020-02-11,-0.13702774047851562,0.3637847900390625
2020-02-12,-0.15415573120117188,0.0
2020-02-13,0.17128753662109375,0.337799072265625
2020-02-14,0.2911834716796875,0.45030975341796875
2020-02-18,-0.3596992492675781,-1.2038421630859375
2020-02-19,0.20554351806640625,-0.06064605712890625
2020-02-20,-0.042827606201171875,-0.32042694091796875
2020-02-21,0.35113525390625,0.5976028442382812
2020-02-24,-1.2675094604492188,-2.7801895141601562
2020-02-25,-0.7108154296875,-1.333831787109375
2020-02-26,-0.1884307861328125,0.7621688842773438
2020-02-27,-2.2866477966308594,-4.858818054199219
2020-02-28,-1.2332382202148438,-3.758880615234375
2020-03-02,2.081096649169922,4.806854248046875
2020-03-03,0.11989212036132812,-1.7321853637695312
2020-03-04,2.4493751525878906,5.89813232421875
2020-03-05,-1.8669891357421875,-2.9079055786132812
2020-03-06,-1.26751708984375,-0.7324600219726562
2020-03-09,-2.9118385314941406,-6.190864562988281
2020-03-10,1.5415534973144531,3.470367431640625
2020-03-11,-1.2418060302734375,-3.827880859375
2020-03-12,-4.324939727783203,-12.564811706542969
2020-03-13,1.4859695434570312,10.559326171875
2020-03-16,-2.7732276916503906,-12.521232604980469
2020-03-17,1.65875244140625,12.75665283203125
2020-03-18,-2.0129661560058594,-5.9292449951171875
2020-03-19,-2.6090774536132812,-3.1216049194335938
2020-03-20,-3.049694061279297,-11.692863464355469
2020-03-23,-0.6393165588378906,1.0899124145507812
2020-03-24,1.6328392028808594,7.551116943359375
2020-03-25,1.8661003112792969,-1.1684036254882812
2020-03-26,2.3153457641601562,6.7663421630859375
2020-03-27,-1.27862548828125,0.1743927001953125
2020-03-30,1.8920059204101562,4.377227783203125
2020-03-31,-0.6479415893554688,-4.691154479980469
2020-04-01,-1.840179443359375,-1.7264404296875
2020-04-02,1.5809974670410156,5.0050048828125
2020-04-03,-0.103668212890625,0.6365203857421875
2020-04-06,2.453563690185547,5.728721618652344
2020-04-07,-0.13822174072265625,-0.5929183959960938
2020-04-08,1.1317558288574219,1.8572616577148438
2020-04-09,1.0194435119628906,0.889373779296875
2020-04-13,-1.7883415222167969,-2.3891448974609375
2020-04-14,1.7192268371582031,6.5483551025390625
2020-04-15,-1.1317558288574219,-2.9384765625
2020-04-16,-0.44062042236328125,0.53192138671875
2020-04-17,0.8293838500976562,1.6654281616210938
2020-04-20,-1.3218116760253906,-2.6158676147460938
2020-04-21,-0.9935226440429688,-3.1477584838867188
2020-04-22,0.2591705322265625,1.464874267578125
2020-04-23,-0.5269927978515625,-2.05780029296875
2020-04-24,0.3110084533691406,3.57501220703125
2020-04-27,1.1663169860839844,0.0872039794921875
2020-04-28,-0.034557342529296875,1.6218185424804688
2020-04-29,0.3282890319824219,-2.5809707641601562
2020-04-30,-1.0626335144042969,-0.9330215454101562
2020-05-01,-0.25054168701171875,-1.8746719360351562
2020-05-04,-0.39739990234375,0.6801300048828125
2020-05-05,0.22461700439453125,0.6539688110351562
2020-05-06,-0.5615577697753906,-0.7760467529296875
2020-05-07,-0.12958526611328125,0.6713943481445312
2020-05-08,1.3045387268066406,2.3368072509765625
2020-05-11,-0.4924507141113281,0.13080596923828125
2020-05-12,-0.6220321655273438,-1.255615234375
2020-05-13,-0.7602691650390625,0.0174560546875
2020-05-14,-0.20732879638671875,0.10463714599609375
2020-05-15,-0.38013458251953125,2.5024795532226562
2020-05-18,1.4773216247558594,-0.3748931884765625
2020-05-19,-0.37148284912109375,-3.304718017578125
2020-05-20,1.1663055419921875,-0.4098358154296875
2020-05-21,-0.6220283508300781,-0.9155349731445312
2020-05-22,-0.1209564208984375,0.2354278564453125
2020-05-26,0.915771484375,-0.6365432739257812
2020-05-27,0.5529136657714844,0.9242782592773438
2020-05-28,0.3110160827636719,1.2904739379882812
2020-05-29,-0.3542060852050781,-0.6452255249023438
2020-06-01,0.2678108215332031,1.2556076049804688
2020-06-02,-0.07773590087890625,-0.31389617919921875
2020-06-03,0.8639335632324219,0.16567230224609375
2020-06-04,0.017269134521484375,-1.0781936645507812
2020-06-05,1.0107994079589844,1.6432113647460938
2020-06-08,0.6565933227539062,-0.20209503173828125
2020-06-09,-0.7343406677246094,0.6678085327148438
2020-06-10,-0.3283119201660156,1.01934814453125
2020-06-11,-2.660907745361328,-5.5271759033203125
2020-06-12,0.4097442626953125,1.0193252563476562
2020-06-15,0.6102485656738281,1.3004989624023438
2020-06-16,0.40973663330078125,1.045684814453125
2020-06-17,-0.16564178466796875,0.07907867431640625
2020-06-18,0.3574333190917969,0.8962936401367188
2020-06-19,-0.8456306457519531,-1.3180923461914062
2020-06-22,-0.24410629272460938,-0.20207977294921875
2020-06-23,-0.08716201782226562,0.2723846435546875
2020-06-24,-0.8630714416503906,-1.581695556640625
2020-06-25,0.24409103393554688,1.625640869140625
2020-06-26,-1.1856193542480469,-2.1792526245117188
2020-06-29,0.6887130737304688,1.8892669677734375
2020-06-30,0.278961181640625,1.0368881225585938
2020-07-01,0.1220550537109375,0.087860107421875
2020-07-02,0.052310943603515625,0.4305877685546875
2020-07-06,0.3051185607910156,0.39542388916015625
2020-07-07,-0.01743316650390625,0.23724365234375
2020-07-08,-0.12204742431640625,0.5711746215820312
2020-07-09,-1.0112724304199219,-1.3268585205078125
2020-07-10,1.0810203552246094,1.53778076171875
2020-07-13,0.0871734619140625,0.3954010009765625
2020-07-14,0.5405082702636719,0.5360488891601562
2020-07-15,0.4620399475097656,-1.60809326171875
2020-07-16,-0.2179412841796875,0.16698455810546875
2020-07-17,0.5840873718261719,0.6853713989257812
2020-07-20,-0.6102447509765625,-1.3620147705078125
2020-07-21,0.9415283203125,1.1598892211914062
2020-07-22,1.1158790588378906,1.3883743286132812
2020-07-23,-0.17435836791992188,0.9402694702148438
2020-07-24,0.18307876586914062,-0.8962936401367188
2020-07-27,-0.00872039794921875,1.41473388671875
2020-07-28,-0.2615394592285156,-0.25484466552734375
2020-07-29,-0.1394805908203125,0.483306884765625
2020-07-30,-0.2876930236816406,-0.2108917236328125
2020-07-31,-0.3922920227050781,-0.0263671875
2020-08-03,-0.8194808959960938,-0.8435821533203125
2020-08-04,0.33998870849609375,0.6766433715820312
2020-08-05,0.4620513916015625,-1.0720443725585938
2020-08-06,0.22666168212890625,-0.34271240234375
2020-08-07,0.2789649963378906,0.7732696533203125
2020-08-10,-0.069732666015625,-0.6678543090820312
2020-08-11,0.18307876586914062,-0.7556838989257812
2020-08-12,0.435882568359375,2.3550033569335938
2020-08-13,-0.04358673095703125,0.26361846923828125
2020-08-14,0.061016082763671875,-0.4745635986328125
2020-08-17,-0.2092132568359375,0.3163604736328125
2020-08-18,0.18307113647460938,0.1669464111328125
2020-08-19,-0.9153823852539062,-1.4586410522460938
2020-08-20,-0.01743316650390625,0.23724365234375
2020-08-21,-0.0610198974609375,-0.22845458984375
2020-08-24,0.6015357971191406,1.036865234375
2020-08-25,-0.052303314208984375,-0.29876708984375
2020-08-26,0.21792984008789062,1.0281219482421875
2020-08-27,0.061031341552734375,-0.06151580810546875
2020-08-28,1.3948593139648438,1.3532257080078125
2020-08-31,-0.26153564453125,0.1054534912109375
2020-09-01,-0.3574333190917969,-0.7644805908203125
2020-09-02,1.8045806884765625,3.6027374267578125
2020-09-03,-0.6189537048339844,-2.5639419555664062
2020-09-04,0.4881858825683594,-0.5398788452148438
2020-09-08,-1.0722885131835938,-2.8409576416015625
2020-09-09,0.3312797546386719,1.3806381225585938
2020-09-10,-0.16564178466796875,-2.0798492431640625
2020-09-11,0.9240913391113281,0.9292984008789062
2020-09-14,0.052730560302734375,0.7611618041992188
2020-09-15,0.29880523681640625,-0.9293136596679688
2020-09-16,-0.22849273681640625,-0.5664291381835938
2020-09-17,-0.2109222412109375,-1.5753707885742188
2020-09-18,-0.08788299560546875,-1.531097412109375
2020-09-21,-1.1952285766601562,-0.20357513427734375
2020-09-22,0.5009422302246094,0.8053817749023438
2020-09-23,-1.2743186950683594,-1.0177993774414062
2020-09-24,0.4306297302246094,0.5133285522460938
2020-09-25,0.017578125,1.7435379028320312
2020-09-28,0.4921455383300781,3.9119110107421875
2020-09-29,-0.316375732421875,-0.7169342041015625
2020-09-30,0.395477294921875,1.27447509765625
2020-10-01,-0.16698455810546875,1.9470977783203125
2020-10-02,0.15819168090820312,-2.4250411987304688
2020-10-05,0.017578125,-0.11505889892578125
2020-10-06,-0.3866844177246094,-1.9736175537109375
2020-10-07,0.5448837280273438,1.1593856811523438
2020-10-08,0.79095458984375,0.7434616088867188
2020-10-09,0.30759429931640625,0.52215576171875
2020-10-12,0.246063232421875,3.2657546997070312
2020-10-13,-0.7645835876464844,1.2479324340820312
2020-10-14,-0.08789443969726562,-0.9027252197265625
2020-10-15,-0.11423873901367188,-0.9647216796875
2020-10-16,0.03514862060546875,0.265533447265625
2020-10-19,-0.360321044921875,-1.8143539428710938
2020-10-20,0.5536766052246094,0.026611328125
2020-10-21,-0.22850418090820312,-0.0973663330078125
2020-10-22,0.6063995361328125,0.00882720947265625
2020-10-23,-0.1406097412109375,-0.04425048828125
2020-10-26,-0.6327667236328125,-1.3275680541992188
2020-10-27,0.08788681030273438,0.9381637573242188
2020-10-28,-1.7049598693847656,-4.380958557128906
2020-10-29,0.052734375,-0.15927886962890625
2020-10-30,0.035152435302734375,-0.6195526123046875
2020-11-02,0.49214935302734375,1.6461715698242188
2020-11-03,0.6415519714355469,1.672698974609375
2020-11-04,-0.1581878662109375,0.7257461547851562
2020-11-05,0.2372894287109375,0.1681671142578125
2020-11-06,0.008785247802734375,0.29206085205078125
2020-11-09,2.7419776916503906,0.06197357177734375
2020-11-10,1.2391700744628906,2.8940658569335938
2020-11-11,-0.35153961181640625,1.9293746948242188
2020-11-12,-0.5009422302246094,-0.05307769775390625
2020-11-13,0.3866996765136719,0.7699356079101562
2020-11-16,0.3515205383300781,0.9293060302734375
2020-11-17,-0.14940261840820312,-0.460174560546875
2020-11-18,-0.9403457641601562,-1.6461944580078125
2020-11-19,0.4569892883300781,-0.0531158447265625
2020-11-20,-0.40425872802734375,0.08850860595703125
2020-11-23,0.008785247802734375,-0.35402679443359375
2020-11-24,0.4745674133300781,0.893890380859375
2020-11-25,-0.2548484802246094,0.11507415771484375
2020-11-27,-0.20213699340820312,0.3893890380859375
2020-11-30,-0.6111602783203125,-0.3274383544921875
2020-12-01,0.3897209167480469,1.6284866333007812
2020-12-02,0.062007904052734375,-1.2833480834960938
2020-12-03,0.5934410095214844,0.7603073120117188
2020-12-04,0.947723388671875,1.2479400634765625
2020-12-07,-0.7617225646972656,-0.4278564453125
2020-12-08,0.16827392578125,0.1336822509765625
2020-12-09,0.13287353515625,0.1515350341796875
2020-12-10,-0.24800491333007812,-0.9091796875
2020-12-11,0.2657127380371094,0.26739501953125
2020-12-14,-0.07085800170898438,-0.659576416015625
2020-12-15,0.5048713684082031,0.4813079833984375
2020-12-16,-0.6908645629882812,0.1069488525390625
2020-12-17,0.18599319458007812,0.730926513671875
2020-12-18,0.4163055419921875,1.087432861328125
2020-12-21,-0.8237342834472656,-1.3637237548828125
2020-12-22,-0.04428863525390625,-1.2300872802734375
2020-12-23,0.2834320068359375,0.347625732421875
2020-12-24,0.3188629150390625,0.5793609619140625
2020-12-28,0.6377372741699219,1.64898681640625
2020-12-29,-0.026580810546875,0.4545745849609375
2020-12-30,0.2745704650878906,-0.0980377197265625
2020-12-31,0.35430145263671875,0.8824462890625
2021-01-04,-1.8423233032226562,-3.592071533203125
2021-01-05,-0.5137252807617188,0.3832244873046875
2021-01-06,-1.470306396484375,-1.5776748657226562
2021-01-07,-0.4960174560546875,-0.41002655029296875
2021-01-08,0.9920196533203125,1.524200439453125
2021-01-11,-0.7794380187988281,-1.8629150390625
2021-01-12,-0.07972335815429688,-0.5882949829101562
2021-01-13,0.044292449951171875,1.0340042114257812
2021-01-14,-0.82373046875,-0.7398529052734375
2021-01-15,-0.4694366455078125,-0.32976531982421875
2021-01-19,-0.16829299926757812,0.5971755981445312
2021-01-20,0.15056991577148438,-0.650665283203125
2021-01-21,0.2391510009765625,-1.5331192016601562
2021-01-22,-0.40743255615234375,-0.9091720581054688
2021-01-25,0.25685882568359375,1.4172210693359375
2021-01-26,0.4517173767089844,1.444000244140625
2021-01-27,-0.6731491088867188,-3.351470947265625
2021-01-28,0.5491600036621094,1.0250625610351562
2021-01-29,-0.8857345581054688,-2.3353195190429688
2021-02-01,0.29228973388671875,0.36542510986328125
2021-02-02,0.42514801025390625,1.247894287109375
2021-02-03,-0.1682891845703125,-0.32086944580078125
2021-02-04,0.21257781982421875,1.4795989990234375
2021-02-05,0.5668601989746094,1.1409454345703125
2021-02-08,0.23915863037109375,-0.49918365478515625
2021-02-09,-0.19486236572265625,-0.7130203247070312
2021-02-10,-0.08858108520507812,-1.6935653686523438
2021-02-11,0.6200103759765625,-2.4333648681640625
2021-02-12,0.3454437255859375,-0.9805145263671875
2021-02-16,-0.37200164794921875,0.4546051025390625
2021-02-17,-0.12401580810546875,0.07131195068359375
2021-02-18,0.5668754577636719,0.8111343383789062
2021-02-19,-0.5845870971679688,-2.54925537109375
2021-02-22,0.4605827331542969,-0.4635009765625
2021-02-23,-0.07971572875976562,0.7041549682617188
2021-02-24,0.15056991577148438,-0.6150360107421875
2021-02-25,-0.4782829284667969,-1.862884521484375
2021-02-26,-1.0451698303222656,-0.7219924926757812
2021-03-01,0.8060150146484375,1.2746200561523438
2021-03-02,0.17714691162109375,0.4011077880859375
2021-03-03,-0.106292724609375,-1.7202987670898438
2021-03-04,-0.03542327880859375,0.6406021118164062
2021-03-05,0.7528800964355469,3.7735137939453125
2021-03-08,0.7528610229492188,-0.8085708618164062
2021-03-09,-0.6908645629882812,0.10779571533203125
2021-03-10,0.5137176513671875,1.1949539184570312
2021-03-11,-0.4960136413574219,-0.32346343994140625
2021-03-12,-0.08930587768554688,-0.16170501708984375
2021-03-15,0.5983772277832031,-0.00901031494140625
2021-03-16,0.16969680786132812,0.8805313110351562
2021-03-17,0.0178680419921875,-0.35041046142578125
2021-03-18,-0.5983848571777344,-0.9793319702148438
2021-03-19,0.21433639526367188,1.7699508666992188
2021-03-22,0.1696929931640625,2.9649429321289062
2021-03-23,0.3483085632324219,1.491424560546875
2021-03-24,0.1161041259765625,-0.5839691162109375
2021-03-25,0.4465484619140625,0.7367477416992188
2021-03-26,0.9109725952148438,2.75823974609375
2021-03-29,0.7234077453613281,1.8957366943359375
2021-03-30,-0.6251716613769531,-2.0394744873046875
2021-03-31,-0.3929634094238281,-0.9793167114257812
2021-04-01,-0.17862319946289062,-0.1527252197265625
2021-04-05,0.2679328918457031,1.6890792846679688
2021-04-06,0.33937835693359375,0.4582061767578125
2021-04-07,0.08038330078125,-0.23358154296875
2021-04-08,-0.14290237426757812,-0.7816619873046875
2021-04-09,0.05358123779296875,0.0269622802734375
2021-04-12,0.15183258056640625,0.404296875
2021-04-13,-0.232208251953125,0.0269622802734375
2021-04-14,-0.008930206298828125,-0.8445587158203125
2021-04-15,0.22327423095703125,0.1796875
2021-04-16,0.31258392333984375,1.6621551513671875
2021-04-19,0.2858009338378906,0.5300750732421875
2021-04-20,0.15182113647460938,0.862518310546875
2021-04-21,0.3929786682128906,1.141082763671875
2021-04-22,-0.15183639526367188,-0.817596435546875
2021-04-23,0.02679443359375,-0.2156524658203125
2021-04-26,-0.7234153747558594,-2.219207763671875
2021-04-27,-0.07144927978515625,-0.422271728515625
2021-04-28,0.00893402099609375,-0.9523773193359375
2021-04-29,0.5983810424804688,1.8957672119140625
2021-04-30,-0.2500648498535156,0.197662353515625
2021-05-03,0.44654083251953125,1.4644775390625
2021-05-04,-0.3036537170410156,-1.644134521484375
2021-05-05,-0.125030517578125,-0.062957763671875
2021-05-06,0.4822731018066406,1.500457763671875
2021-05-07,-0.026790618896484375,0.0
2021-05-10,0.3572502136230469,1.0422210693359375
2021-05-11,-0.5269393920898438,-0.961395263671875
2021-05-12,-0.2500762939453125,-1.275787353515625
2021-05-13,0.4197654724121094,1.922698974609375
2021-05-14,0.19647979736328125,0.1977081298828125
2021-05-17,-0.08037185668945312,-0.37738037109375
2021-05-18,-0.2679290771484375,-0.5930023193359375
2021-05-19,-0.1518402099609375,-0.0718536376953125
2021-05-20,0.42870330810546875,1.617218017578125
2021-05-21,-0.02680206298828125,-0.116790771484375
2021-05-24,0.16076278686523438,0.673858642578125
2021-05-25,-0.00893402099609375,0.404266357421875
2021-05-26,0.21434402465820312,0.0
2021-05-27,0.4108314514160156,-1.6082305908203125
2021-05-28,-0.178619384765625,1.2848052978515625
2021-06-01,-0.0089263916015625,-0.2785186767578125
2021-06-02,0.19647216796875,0.5301055908203125
2021-06-03,0.12504196166992188,0.4751129150390625
2021-06-04,0.535858154296875,0.1538543701171875
2021-06-07,-0.17862319946289062,-0.0814361572265625
2021-06-08,-0.34830474853515625,-1.24896240234375
2021-06-09,-0.15183258056640625,-0.2443084716796875
2021-06-10,0.38404083251953125,1.357513427734375
2021-06-11,0.22327041625976562,0.0814361572265625
2021-06-14,-0.17096710205078125,0.79644775390625
2021-06-15,-0.12598037719726562,0.009033203125
2021-06-16,-0.6658744812011719,-1.3394317626953125
2021-06-17,0.2519569396972656,1.2851409912109375
2021-06-18,-1.0618095397949219,-2.8055877685546875
2021-06-21,0.5309028625488281,1.0317230224609375
2021-06-22,0.17997360229492188,0.1991424560546875
2021-06-23,-0.3959312438964844,-1.7467193603515625
2021-06-24,0.24295806884765625,0.7421417236328125
2021-06-25,-0.06299972534179688,0.669708251953125
2021-06-28,-0.053985595703125,0.5701446533203125
2021-06-29,-0.35992431640625,-0.090484619140625
2021-06-30,0.22495651245117188,1.1131744384765625
2021-07-01,-0.13498687744140625,0.0271453857421875
2021-07-02,0.19797134399414062,0.6425933837890625
2021-07-06,-0.2699394226074219,0.1990814208984375
2021-07-07,0.3959083557128906,0.5973052978515625
2021-07-08,-0.17095947265625,0.0633392333984375
2021-07-09,0.2969474792480469,-0.3438720703125
2021-07-12,0.0179901123046875,0.0271453857421875
2021-07-13,0.4859123229980469,3.1223297119140625
2021-07-14,1.1157951354980469,1.429901123046875
2021-07-15,0.16196823120117188,0.6425933837890625
2021-07-16,-0.03598785400390625,0.5158538818359375
2021-07-19,-0.6028938293457031,-0.01806640625
2021-07-20,0.08998489379882812,0.01806640625
2021-07-21,0.6478805541992188,-0.5248565673828125
2021-07-22,-0.071990966796875,-0.0452880859375
2021-07-23,0.4859123229980469,1.800994873046875
2021-07-26,0.04499053955078125,-0.09954833984375
2021-07-27,0.179962158203125,0.787353515625
2021-07-28,-0.46790313720703125,-1.312255859375
2021-07-29,0.27893829345703125,0.28961181640625
2021-07-30,-0.0179901123046875,0.126708984375
2021-08-02,-0.13497161865234375,-0.5701904296875
2021-08-03,0.035984039306640625,0.3167572021484375
2021-08-04,-0.7378578186035156,-2.37115478515625
2021-08-05,0.3599281311035156,0.2353057861328125
2021-08-06,0.12598037719726562,0.0181121826171875
2021-08-09,0.009002685546875,0.0180816650390625
2021-08-10,0.13496780395507812,0.0723876953125
2021-08-11,-0.06298065185546875,0.55206298828125
2021-08-12,0.09897994995117188,0.0271759033203125
2021-08-13,0.3509330749511719,1.312255859375
2021-08-16,0.2249603271484375,1.384735107421875
2021-08-17,-0.17997360229492188,-0.1357879638671875
2021-08-18,-0.7018699645996094,-1.46612548828125
2021-08-19,0.3239402770996094,2.3802032470703125
